-6.170955758903031718e-01,2.563979896274330428e-01,1.261515511815313462e-01,-5.291435914858187012e-02,2.006433660327848131e-03,5.079700339626314065e-02
9.668752633205316416e-01,3.663533912595410835e-01,-5.486106661612973889e-01,-3.242610400260360626e-01,-2.208947325208474588e-01,1.093051029905859339e-01
-5.870510649601052844e-01,-1.718573841008042280e-01,-3.071152878699751065e-02,-1.259250903119235876e-01,-1.284128802589447060e-01,3.055834473914956564e-02
1.118925611509251627e+00,5.318281562191109479e-01,-4.210827466111902173e-01,-2.870307599762812467e-01,2.748298920400832901e-01,-3.281414893079470652e-01
-3.217153608371440265e-01,-6.170414790668611593e-02,1.221392382478469346e-01,-4.870646325843943497e-02,-6.990573327868401798e-02,3.333183184532805682e-02
9.885587488692793631e-04,-1.894266313069230545e-01,-2.525892742267231705e-01,2.446840477769081090e-01,-9.859250393149392167e-02,-9.313730078932906664e-02
6.088921999595510448e-02,-8.021933520544063945e-02,-2.264531444556470985e-01,-1.273948231515759262e-02,1.148102330485705619e-01,-7.758141319787081880e-02
-1.300565022115793279e-01,3.831077306147856465e-01,4.732268779015167404e-01,-1.964447760304315060e-02,2.987771484313801740e-02,-5.866118285460114601e-02
1.160482876072556291e+00,8.612267854539873424e-01,-5.425141806054902677e-02,1.856181983422850595e-02,1.616447952525410237e-01,-4.633426129845401586e-01
-3.692238546294693835e-01,3.807693425226474915e-01,3.471237839044849505e-01,-8.423954071131010968e-02,1.248448049533400495e-01,-5.439242635637536911e-03
4.801514358162289886e-01,1.509727716163078992e-01,-4.182873698347410185e-01,-1.820081196319064676e-01,-2.027030125605315258e-01,-1.433424867841224561e-02
4.707245966733428211e-03,8.448944872828817801e-03,1.550473461134396769e-01,4.133828849020361185e-01,-2.036727708329369793e-02,1.825395195834559336e-01
-4.462574413445249411e-01,2.160148239337749410e-01,1.563376988858446448e-01,3.028371465710362823e-02,7.598004769123835322e-02,6.802093649098066297e-02
-2.445037783149822119e-01,-1.547265973328726674e-01,-5.598026542474185407e-02,2.758231464486126175e-02,-1.518104674790429487e-01,-1.447632000623521875e-01
4.379611582413751175e-02,-2.871719536834380082e-01,3.349645748919121702e-01,-1.766988662604137839e-01,-6.637399173831202981e-02,-1.082278642640393668e-01
-2.913757371625589343e-01,-1.658387358658303112e-01,9.171515531076659955e-02,-2.164610366354728643e-01,-8.008963765073365271e-02,4.323648563218256136e-03
6.786815560782826218e-01,2.678834951576092305e-01,-1.052458408289931417e-02,-4.230867940463712840e-01,1.040516869827683571e-01,1.865849908778000332e-01
-5.670891619880540357e-01,3.867184432545875405e-01,1.630584678799127107e-01,5.431120929544163561e-02,-1.487962786184371389e-02,7.946983791106533579e-02
-4.909986724894479515e-01,5.299045335579777305e-01,-1.817500304703392397e-02,-3.862800323441740735e-01,-1.362396541030320429e-01,-1.222326506866373980e-01
2.522648582732792133e-01,1.809921096437308308e-01,-1.420608369804216009e-01,1.932189921450854220e-01,1.480176282156497047e-01,-2.236134035102172457e-01
5.987538757906138986e-01,-5.633372226109130132e-01,2.394907952145566288e-01,-1.905198195367201752e-01,6.105970432980000195e-01,1.841036539485437773e-01
-4.049007747586423345e-01,1.126775476538694754e-01,5.732192702981884352e-02,9.303891017298170085e-02,1.733001545704990487e-01,1.665499133238288465e-01
6.013825050416902324e-02,-4.155993915052732524e-01,5.409920655289336688e-02,-1.303159916920715311e-01,-1.580846360707433007e-02,-1.735407552930103847e-01
5.532609561368609929e-01,-2.858313000691200534e-01,1.937661552061192838e-02,-2.013733764521499492e-01,5.321872663340938558e-01,-5.411289955854761691e-02
-6.059532124148011567e-01,-1.178665532962642343e-01,2.104338350315444056e-02,-8.112113798953611565e-02,-1.227462819450363812e-01,-3.872643510899023873e-03
1.109554793832796260e-01,-4.791607473480603008e-01,2.362852080261680296e-02,1.123559365105689101e-02,-1.920281491491628023e-01,-3.540055065232980414e-02
5.454812253134728728e-01,-3.582302170772897476e-01,-5.308912894845896346e-02,1.003891364376865575e-01,2.275300010189719169e-01,1.896254683403261754e-01
4.633187685247926457e-01,-9.185925304780044598e-02,-2.756464873114667924e-01,9.138774575447998483e-02,-2.234395043283876336e-01,3.145368004954161023e-01
3.359115916872832397e-01,1.015226590999774303e-01,1.584394396886761869e-01,3.391004986358139850e-01,-5.603206912927292949e-02,7.298816873782032477e-02
-2.388583623587690885e-01,8.160929941016430156e-02,5.990861843066811604e-02,1.200494870038001927e-01,1.124054015776568835e-03,-1.671808603511309652e-02
7.098001144644766613e-01,5.281527111085820847e-01,-3.776354566125533080e-02,-3.017676967922836018e-02,6.537818246302810887e-02,-1.405018767699495186e-02
6.648740532734999376e-02,-2.897785280361266369e-01,-2.987761839933194552e-01,5.355792165883110217e-02,9.709102725003287970e-02,-8.960165793997834638e-02
-1.819155198560816755e-01,-3.653843947157038863e-01,-1.672927279922619137e-01,6.250924070101114560e-02,-3.556602564421892931e-02,9.171545716668584591e-02
5.402293393337136429e-01,-2.925277512530640722e-01,3.895417708420424729e-02,2.085341232183120785e-01,-3.427646548854767355e-02,-1.699671878932497437e-01
1.952635857347157777e-01,-3.029714184132610844e-01,1.293060145150384810e-02,1.055003212585294697e-01,-1.740529828377093136e-01,-1.151489234660983269e-01
2.121714681563236227e-01,-3.648320399332441455e-01,7.268493346575330416e-02,-5.529320280968857970e-02,-1.437175626135028805e-01,-1.754987412189766560e-01
7.020485693408128058e-02,-3.368529218042699558e-01,1.460660642126263287e-01,5.237571641591181465e-02,-2.003635600406994122e-01,4.706176409209855693e-02
-4.114753735804480561e-01,-2.946667661222785450e-01,4.947765096392977430e-02,-1.303635591838971652e-01,-5.191571515934451791e-02,-2.067947200127186538e-02
1.567520730602605938e-01,-7.745558486891303794e-03,-1.314054087498452705e-01,2.659503182103691854e-01,6.931551387398521280e-02,-3.606673149394164224e-02
3.556712756899322314e-01,1.127761478427561359e-01,-2.691657383636897067e-03,-4.046772136965275102e-02,2.661567173517739859e-01,-2.649387964955751684e-01
7.531785799359884404e-02,-2.897655930551384929e-01,3.032074217088559509e-01,-1.946465456946817052e-01,-1.450182355703347192e-01,-7.381681342574267224e-02
1.524496435430143237e-01,-1.044261474237839216e-01,1.975730311608949741e-01,1.065782617140326599e-01,-1.730664064896014487e-01,1.206700350343801187e-01
-9.957992029108004850e-01,1.888921506240798798e-01,-8.030762325685918135e-02,7.758495620327827968e-02,-9.203105258972082980e-02,4.085554912488617574e-02
2.472742201573766285e-01,3.282961552446657105e-01,-1.867928428699293930e-01,1.341733990248096808e-01,1.266066505774785800e-01,-1.829282869388552946e-01
-1.635870668315070053e-01,-2.942218832350218527e-01,2.458730813806666859e-01,-1.686956522397969893e-01,-2.013645163713831121e-01,-1.245277729848532355e-01
-1.071248124818582892e-02,-2.055160672599762595e-01,1.193908946618631312e-01,2.633506084950820170e-01,-1.925911742504513580e-01,1.021986295037837916e-01
3.541615547244126305e-01,-1.462553910197856022e-01,-4.817840935064497954e-01,7.427006768833251116e-02,-1.140475540323311610e-02,-2.647475798252202916e-01
6.873954795599718226e-01,2.391306370637656942e-01,5.560786212163221914e-02,-3.189511470405859694e-01,4.697150225267932577e-01,-9.661242807042577652e-02
4.485142189185609141e-01,-2.350623290207340121e-01,2.359249235665886180e-01,-3.766936099030128160e-01,4.783717893344250904e-01,-3.118782255055102537e-01
5.417918256604271898e-02,-1.890386937658571076e-01,1.533469234007855259e-02,2.592878404533431949e-02,-5.274715441363404811e-02,-2.409569835996405729e-02
7.460592457857262438e-01,2.553841258673898440e-01,-1.993810813364086942e-01,-1.422049623244120153e-01,-7.545452042629149925e-02,2.436894549856245262e-01
